work_order,lot,work_center,mo_id,real_duration,status,qc_fail,product_type,date_finished,week,year,month,prod_name,prod_number
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/03091,186.28,done,,Sub Assem,2020-08-13 04:51:20.189565,33.0,2020.0,August   ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/03364,89.25,done,,Sub Assem,2020-12-09 05:10:11.539181,50.0,2020.0,December ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/04198,0.06,done,,Sub Assem,2021-10-27 21:24:38.414855,43.0,2021.0,October  ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/04263,0.07,done,,Sub Assem,2021-12-13 22:46:42.426158,50.0,2021.0,December ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/03194,0.06,done,,Sub Assem,2020-10-28 05:01:08.181551,44.0,2020.0,October  ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/03123,0.06,done,,Sub Assem,2020-09-06 22:04:30.966924,36.0,2020.0,September,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/04100,0.07,done,,Sub Assem,2021-08-09 06:15:38.642980,32.0,2021.0,August   ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/03664,61.77,done,,Sub Assem,2021-03-16 04:49:06.049824,11.0,2021.0,March    ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/03579,0.09,done,,Sub Assem,2021-02-17 03:21:17.751917,7.0,2021.0,February ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/03393,0.24,done,,Sub Assem,2020-12-16 00:23:47.512128,51.0,2020.0,December ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
Component Drying,1001354-005-0000000001,[WC-SUB120] Component Drying,MO/04317,0.09,done,,Sub Assem,2022-02-13 22:21:41.124800,6.0,2022.0,February ,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:BAKED,1001354-005
[CDT-0001] Goku 5 Core Directivity Test,1003813-001-0000000055,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03001,862.87,done,,Sensor Head,2020-07-06 22:26:50.520891,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[DRT-0006] Goku 5 Sensorhead Directivity Test,1003813-001-0000000055,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03001,172.0,done,,Sensor Head,2020-07-08 01:27:11.634238,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration,1003813-001-0000000055,[WC-SH100] Frequency Calibration Rig,MO/03001,1229.3999999999999,done,,Sensor Head,2020-07-08 21:56:21.147324,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Core Build,1003813-001-0000000055,[WC-SH010]  Coaxial Core Assembly Station,MO/03001,73.99,done,,Sensor Head,2020-07-06 05:30:15.507705,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Transceiver Build,1003813-001-0000000055,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03001,9.94,done,,Sensor Head,2020-07-06 22:37:07.615736,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up,1003813-001-0000000055,[WC-SH080] Sensorhead Final Assembly Station,MO/03001,2.52,done,,Sensor Head,2020-07-07 05:15:07.445406,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build,1003813-001-0000000055,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03001,81.44,done,,Sensor Head,2020-07-07 04:35:24.321492,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[OIL-0001] One Way Insertion Loss Measurement,1003813-001-0000000055,[WC-SH070] Sensorhead One-way Insertion Loss Test Rig,MO/03001,13.700000000000001,done,,Sensor Head,2020-07-07 22:31:59.189785,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test,1003813-001-0000000055,[WC-SH130] Acoustic Test Rig,MO/03001,1.1,done,,Sensor Head,2020-07-08 22:12:27.106392,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test,1003813-001-0000000055,[WC-SH090] Sensorhead Leak Test Rig,MO/03001,1.19,done,,Sensor Head,2020-07-07 22:33:27.080776,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TDT-0002] Goku 5 Transceiver Directivity Test,1003813-001-0000000055,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03001,8.190000000000001,done,,Sensor Head,2020-07-07 01:39:00.167048,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TZA-0002] Goku 5 Coaxial Transceiver Calibration,1003813-001-0000000055,[WC-SH050] Transceiver Calibration Rig,MO/03001,5.01,done,,Sensor Head,2020-07-07 01:30:39.753649,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
GA Motor Build,1001382-005-0000000543,[WC-MOT020] Motor Assembly Station,MO/03000,13.739999999999998,done,,,2020-07-09 04:53:46.903987,28.0,2020.0,July     ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000543,[WC-MOT030] Motor Tests,MO/03000,3.75,done,,,2020-07-09 04:57:41.447333,28.0,2020.0,July     ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000543,[WC-SH130] Acoustic Test Rig,MO/03000,3.46,done,,Sensor Head,2020-07-09 23:40:50.866919,28.0,2020.0,July     ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000543,[WC-MOT010] Motor Code Load,MO/03000,291.73999999999995,done,,,2020-07-09 01:08:03.117674,28.0,2020.0,July     ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[CDT-0001] Goku 5 Core Directivity Test,1003813-001-0000000056,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03005,11.57,done,,Sensor Head,2020-07-07 01:30:16.722994,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[DRT-0006] Goku 5 Sensorhead Directivity Test,1003813-001-0000000056,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03005,1064.8,done,,Sensor Head,2020-07-09 01:53:25.975725,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration,1003813-001-0000000056,[WC-SH100] Frequency Calibration Rig,MO/03005,1217.62,done,,Sensor Head,2020-07-09 22:09:09.838135,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Core Build,1003813-001-0000000056,[WC-SH010]  Coaxial Core Assembly Station,MO/03005,180.21000000000004,done,,Sensor Head,2020-07-07 01:14:24.329015,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Transceiver Build,1003813-001-0000000056,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03005,15.13,done,,Sensor Head,2020-07-07 23:15:18.394473,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up,1003813-001-0000000056,[WC-SH080] Sensorhead Final Assembly Station,MO/03005,62.34,done,,Sensor Head,2020-07-08 04:23:35.687070,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build,1003813-001-0000000056,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03005,20.39,done,,Sensor Head,2020-07-08 02:30:30.249108,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[OIL-0001] One Way Insertion Loss Measurement,1003813-001-0000000056,[WC-SH070] Sensorhead One-way Insertion Loss Test Rig,MO/03005,12.65,done,,Sensor Head,2020-07-08 04:36:24.669506,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test,1003813-001-0000000056,[WC-SH130] Acoustic Test Rig,MO/03005,0.28,done,,Sensor Head,2020-07-09 22:09:46.742529,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test,1003813-001-0000000056,[WC-SH090] Sensorhead Leak Test Rig,MO/03005,5.36,done,,Sensor Head,2020-07-08 04:41:52.680857,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TDT-0002] Goku 5 Transceiver Directivity Test,1003813-001-0000000056,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03005,29.96,done,,Sensor Head,2020-07-08 01:33:00.272567,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TZA-0002] Goku 5 Coaxial Transceiver Calibration,1003813-001-0000000056,[WC-SH050] Transceiver Calibration Rig,MO/03005,0.28,done,,Sensor Head,2020-07-08 00:11:40.733391,28.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[ABC-0004] APD Calibration - Angeros 2CH,1003895-000-0000000329,[WC-E060] APD Calibration Rig,MO/03007,488.82,done,,Engine,2020-07-08 03:24:21.042876,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[CL-0002] Code Load - Angeros 2CH,1003895-000-0000000329,[WC-E010] Engine Code Load Rig,MO/03007,78.28,done,,Engine,2020-07-07 03:07:14.162859,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[EFT-0007] Engine Final Test - Angeros 2CH,1003895-000-0000000329,[WC-E080] Engine Performance Rig,MO/03007,58.45,done,,Engine,2020-07-09 23:38:45.700817,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
Engine Assembly - Angeros 2CH,1003895-000-0000000329,[WC-E070] Engine Assembly Station,MO/03007,149.89,done,,Engine,2020-07-08 23:01:01.062834,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
Engine Top Assembly - Angeros 2CH,1003895-000-0000000329,[WC-E020] Top Engine Assembly Station,MO/03007,36.31,done,,Engine,2020-07-07 03:47:04.993516,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[ESM-0007] Laser Spectrum after EDFA - Angeros 2CH,1003895-000-0000000329,[WC-E080] Engine Performance Rig,MO/03007,227.76,done,,Engine,2020-07-09 05:36:51.761669,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[ESM-0010] SMSR Laser - Angeros 2CH,1003895-000-0000000329,[WC-E030] Laser Calibration Rig,MO/03007,1806.25,done,,Engine,2020-07-07 22:02:06.700715,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[LC-0003] Laser Calibration - Angeros 2CH,1003895-000-0000000329,[WC-E030] Laser Calibration Rig,MO/03007,76.72,done,,Engine,2020-07-07 05:21:21.271592,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[MZT-0004] MZ Tuning - Angeros 2CH,1003895-000-0000000329,[WC-E080] Engine Performance Rig,MO/03007,9.290000000000001,done,,Engine,2020-07-09 01:21:53.115376,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[SSM-0001] Engine Signal Strength - Angeros 2CH,1003895-000-0000000329,[WC-E080] Engine Performance Rig,MO/03007,0.05,done,,Engine,2020-07-09 05:36:58.870526,28.0,2020.0,July     ,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
3% Target Reflectivity Test - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.33,done,,Systems,2020-07-16 03:52:43.894247,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Development Code Load - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.21,done,,Systems,2020-07-16 00:55:39.297966,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Distance Accuracy - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.82,done,,Systems,2020-07-16 03:48:58.601135,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
[ESR-0005] Eye Safety - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03018,1.2000000000000002,done,,Systems,2020-07-16 00:57:16.887339,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
FOV Test - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.88,done,,Systems,2020-07-16 03:57:54.698024,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Free Space Horns Test - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,2.14,done,,Systems,2020-07-16 03:52:19.963143,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Intensity Calibration - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,3.08,done,,Systems,2020-07-16 03:55:52.023093,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Intensity Calibration Check - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.08,done,,Systems,2020-07-16 03:56:57.810237,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
[LDA-0001] LIDAR Assembly - 2CH Equus - G5,1003910-000-0000001956,[WC-L010] LIDAR Assembly Station,MO/03018,0.34,done,,Systems,2020-07-16 00:55:08.884837,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
[LFT-0001] POD Range Test - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.86,done,,Systems,2020-07-16 03:56:48.768472,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
[LZC-0003] Calibration - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L040] LIDAR System Calibration Rig,MO/03018,2.16,done,,Systems,2020-07-16 00:59:41.794144,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Minimum Range 10% Target - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.41,done,,Systems,2020-07-16 03:49:35.467069,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Minimum Range 90% Target - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.38,done,,Systems,2020-07-16 03:50:06.108385,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Report Generation - 2CH LIDAR - G5,1003910-000-0000001956,[WC-L050] LIDAR Performance Measurement Rig,MO/03018,0.07,done,,Systems,2020-07-16 03:58:05.667146,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
[ABC-0004] APD Calibration - Angeros 2CH,1003895-000-0000000325,[WC-E060] APD Calibration Rig,MO/03119,1232.63,done,,Engine,2020-09-02 22:35:23.150449,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[CL-0002] Code Load - Angeros 2CH,1003895-000-0000000325,[WC-E010] Engine Code Load Rig,MO/03119,6.38,done,,Engine,2020-09-01 22:36:46.339427,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[EFT-0007] Engine Final Test - Angeros 2CH,1003895-000-0000000325,[WC-E080] Engine Performance Rig,MO/03119,116.65,done,,Engine,2020-09-03 03:52:15.471734,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
Engine Assembly - Angeros 2CH,1003895-000-0000000325,[WC-E070] Engine Assembly Station,MO/03119,0.65,done,,Engine,2020-09-02 22:42:12.743383,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
Engine Top Assembly - Angeros 2CH,1003895-000-0000000325,[WC-E020] Top Engine Assembly Station,MO/03119,1.08,done,,Engine,2020-09-01 22:37:55.017184,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[ESM-0007] Laser Spectrum after EDFA - Angeros 2CH,1003895-000-0000000325,[WC-E080] Engine Performance Rig,MO/03119,61.230000000000004,done,Yes,Engine,2020-09-03 00:50:06.741737,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[ESM-0010] SMSR Laser - Angeros 2CH,1003895-000-0000000325,[WC-E030] Laser Calibration Rig,MO/03119,24.75,done,,Engine,2020-09-02 01:11:34.834358,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[LC-0003] Laser Calibration - Angeros 2CH,1003895-000-0000000325,[WC-E030] Laser Calibration Rig,MO/03119,116.72999999999999,done,,Engine,2020-09-02 00:40:24.043642,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[SSM-0001] Engine Signal Strength - Angeros 2CH,1003895-000-0000000325,[WC-E080] Engine Performance Rig,MO/03119,52.9,done,,Engine,2020-09-03 01:43:54.956691,36.0,2020.0,September,ASY:ENG:BLU:ANGEROS:2CH,1003895-000
[CDT-0001] Goku 5 Core Directivity Test,1003813-001-0000000021,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03039,10.76,done,,Sensor Head,2020-07-23 04:21:00.092950,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[DRT-0006] Goku 5 Sensorhead Directivity Test,1003813-001-0000000021,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03039,0.38,done,,Sensor Head,2020-07-23 05:08:16.919318,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration,1003813-001-0000000021,[WC-SH100] Frequency Calibration Rig,MO/03039,0.64,done,,Sensor Head,2020-07-23 05:09:03.343780,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Core Build,1003813-001-0000000021,[WC-SH010]  Coaxial Core Assembly Station,MO/03039,3.68,done,,Sensor Head,2020-07-23 04:10:09.283771,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Transceiver Build,1003813-001-0000000021,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03039,3.52,done,,Sensor Head,2020-07-23 04:24:36.658972,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up,1003813-001-0000000021,[WC-SH080] Sensorhead Final Assembly Station,MO/03039,3.48,done,,Sensor Head,2020-07-23 05:07:20.567497,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build,1003813-001-0000000021,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03039,35.07,done,,Sensor Head,2020-07-23 05:03:41.402981,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[OIL-0001] One Way Insertion Loss Measurement,1003813-001-0000000021,[WC-SH070] Sensorhead One-way Insertion Loss Test Rig,MO/03039,0.09,done,,Sensor Head,2020-07-23 05:07:31.200723,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test,1003813-001-0000000021,[WC-SH130] Acoustic Test Rig,MO/03039,0.34,done,,Sensor Head,2020-07-23 05:09:28.618740,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test,1003813-001-0000000021,[WC-SH090] Sensorhead Leak Test Rig,MO/03039,0.24,done,,Sensor Head,2020-07-23 05:07:50.109264,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TDT-0002] Goku 5 Transceiver Directivity Test,1003813-001-0000000021,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03039,0.46,done,,Sensor Head,2020-07-23 04:28:32.116999,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TZA-0002] Goku 5 Coaxial Transceiver Calibration,1003813-001-0000000021,[WC-SH050] Transceiver Calibration Rig,MO/03039,0.27,done,,Sensor Head,2020-07-23 04:25:01.083498,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[CDT-0001] Goku 5 Core Directivity Test,1003813-001-0000000026,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03037,2.93,done,,Sensor Head,2020-07-21 04:10:49.883728,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[DRT-0006] Goku 5 Sensorhead Directivity Test,1003813-001-0000000026,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03037,0.35,done,,Sensor Head,2020-07-21 04:44:42.121956,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration,1003813-001-0000000026,[WC-SH100] Frequency Calibration Rig,MO/03037,1.82,done,Yes,Sensor Head,2020-07-21 04:46:35.691282,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Core Build,1003813-001-0000000026,[WC-SH010]  Coaxial Core Assembly Station,MO/03037,4.3,done,,Sensor Head,2020-07-21 04:07:47.451956,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Coaxial Transceiver Build,1003813-001-0000000026,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03037,6.34,done,,Sensor Head,2020-07-21 04:17:15.470126,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up,1003813-001-0000000026,[WC-SH080] Sensorhead Final Assembly Station,MO/03037,3.77,done,,Sensor Head,2020-07-21 04:42:02.922354,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build,1003813-001-0000000026,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03037,19.33,done,,Sensor Head,2020-07-21 04:38:11.428263,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[OIL-0001] One Way Insertion Loss Measurement,1003813-001-0000000026,[WC-SH070] Sensorhead One-way Insertion Loss Test Rig,MO/03037,0.07,done,,Sensor Head,2020-07-21 04:42:12.000274,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test,1003813-001-0000000026,[WC-SH130] Acoustic Test Rig,MO/03037,1.37,done,,Sensor Head,2020-07-21 04:48:02.472085,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test,1003813-001-0000000026,[WC-SH090] Sensorhead Leak Test Rig,MO/03037,2.0,done,,Sensor Head,2020-07-21 04:44:17.295782,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TDT-0002] Goku 5 Transceiver Directivity Test,1003813-001-0000000026,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03037,0.8,done,,Sensor Head,2020-07-21 04:18:46.862735,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[TZA-0002] Goku 5 Coaxial Transceiver Calibration,1003813-001-0000000026,[WC-SH050] Transceiver Calibration Rig,MO/03037,0.58,done,,Sensor Head,2020-07-21 04:17:54.765666,30.0,2020.0,July     ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
3% Target Reflectivity Test - 2CH LIDAR - G5,1003910-000-0000001957,[WC-L050] LIDAR Performance Measurement Rig,MO/03019,0.27,done,,Systems,2020-07-16 05:08:58.846150,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Development Code Load - 2CH LIDAR - G5,1003910-000-0000001957,[WC-L050] LIDAR Performance Measurement Rig,MO/03019,0.11,done,,Systems,2020-07-16 04:45:12.352097,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Distance Accuracy - 2CH LIDAR - G5,1003910-000-0000001957,[WC-L050] LIDAR Performance Measurement Rig,MO/03019,9.68,done,,Systems,2020-07-16 05:05:21.070194,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
[ESR-0005] Eye Safety - 2CH LIDAR - G5,1003910-000-0000001957,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03019,4.41,done,,Systems,2020-07-16 04:49:47.861139,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
FOV Test - 2CH LIDAR - G5,1003910-000-0000001957,[WC-L050] LIDAR Performance Measurement Rig,MO/03019,1.01,done,,Systems,2020-07-16 05:11:34.253051,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
Free Space Horns Test - 2CH LIDAR - G5,1003910-000-0000001957,[WC-L050] LIDAR Performance Measurement Rig,MO/03019,2.06,done,,Systems,2020-07-16 05:08:36.020825,29.0,2020.0,July     ,BARAJA:LIDAR1:INT:2CH:GOKU5,1003910-000
