eco,description,stage,eco_on,effectivity_date,effectivity,create_date,last_updated_date
ECO0506, Update Firmware to build #2453 + configuration to fix the retro detection with rev025 Fortuna,Closed,product,,asap,2020-06-26 03:21:23.997204,2021-05-07 08:37:36.833188
DA1891,DA to ship systems 1003911-000-0000001995 and 2011 to Frontier (RMA),Closed,product,,asap,2021-12-01 05:05:49.421852,2022-01-20 04:46:46.649957
ECO0666, Introduce a QCP for Flatness of Hollow Motor,New Change Request,bom,,asap,2020-06-26 03:40:17.241339,2022-07-06 04:14:44.576733
ECO1675, Release Updated FSHIT WI and Distance accuracy,Closed,product,,asap,2020-09-16 23:48:52.467149,2021-12-20 00:57:00.241685
DA0276,New QCP for number of points on target at LiFT,Closed,product,,asap,2020-06-26 03:07:50.740218,2021-05-07 08:37:36.833188
ECO0575, Measure the transmission efficiency at 0deg for Prism9.8deg,Closed,product,,asap,2020-06-26 03:26:19.472551,2021-05-07 08:37:36.833188
DA0578,Replacing the splice between engine and sensor heads with connectors,Closed,product,,asap,2020-06-26 03:26:29.569163,2021-05-07 08:37:36.833188
ECO0311, Updated ESM specification for post EDFA SMSR,Refused,bom,,asap,2020-06-26 03:09:43.949644,2022-09-20 02:01:48.445620
DA1893,DA to ship Offroad Eng sample #7,Closed,product,,asap,2021-12-14 02:30:30.581672,2022-02-09 22:10:38.754702
DA1780,To use 1005770-001-0000000112 (SH112) in LiFT for internal use,Closed,product,,asap,2021-03-03 03:37:29.374384,2022-05-19 06:04:32.611722
DA0547,Goku 5 Window Flatness Containment,Closed,product,,asap,2020-06-26 03:24:19.105433,2022-02-28 05:42:06.387210
ECO0599, Improvements to Acoustic Test,Closed,product,,asap,2020-06-26 03:29:15.151920,2021-05-07 08:37:36.833188
DA1850,To use 1005770-001-0000000136 (SH136) in LiFT for Veoneer,Closed,product,,asap,2021-07-01 01:16:47.443427,2021-10-20 20:10:52.635401
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
ECO1706, LIDAR Systems for Frontier,Closed,product,,asap,2020-11-03 21:55:40.866914,2021-12-20 00:58:33.383363
DA1896,Engine #429 marginal failed at APD Cal test for 0degC temperature,Closed,product,,asap,2021-12-16 00:23:55.687149,2022-01-13 02:21:45.042926
DA1793,To Ship SYS2444 (E389+Sh115) to Veoneer,Closed,product,,asap,2021-03-18 22:45:09.415910,2022-05-19 06:05:04.800844
ECO0771, Removing 4 Extra Fibres Coming Out of Engine,Pre-Implementation,bom,,asap,2020-06-26 03:38:24.086597,2022-03-01 02:11:14.975171
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 00:52:15.148934
DA1888,Diceros Firmware Release 7.7.0.4179-2143- Frontier only,Implementation,product,,asap,2021-11-23 23:12:30.114130,2021-12-08 00:04:47.808435
DA0657,To Release E272 with Failed ESM at Last Frequency,Closed,product,,asap,2020-06-26 03:32:16.147735,2021-05-07 08:37:36.833188
ECO0312, Upgrade MZT/EFT rig to have back reflection protection.,Closed,bom,,asap,2020-06-26 03:09:47.262056,2022-11-20 22:53:16.116861
ECO0635, MZT - Remove EDFA Calibration and Add PT v3 Support,Closed,bom,,asap,2020-06-26 03:31:10.365534,2022-11-22 00:19:12.684616
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA1894,DA to ship Offroad Eng sample #8,Closed,product,,asap,2021-12-14 02:52:31.873946,2022-01-20 21:46:28.119804
DA0229,SH115 and SH116 not meeting Range,Closed,product,,asap,2020-06-26 03:05:34.875905,2021-05-07 08:37:36.833188
DA0011,) Low link budget on Engines,Closed,bom,,asap,2020-06-26 03:00:38.587844,2021-05-07 08:37:36.833188
DA0729,Release Goku 5 windows that failed the inspection by less than 0.5%,New Deviation,product,,asap,2020-06-26 03:40:27.977427,2021-05-07 08:37:36.833188
ECO0737, Release FW3313 to Manufacturing - Horns RK3 fix,New Change Request,product,,asap,2020-06-26 03:40:44.412748,2022-07-06 04:14:44.576733
DA0009,oosening of substructure tolerances to improve yield,Refused,bom,,asap,2020-06-26 03:00:35.673500,2021-10-20 03:34:23.250521
ECO1778, Update QC Upload Process,New Change Request,bom,,asap,2021-03-02 23:17:27.371262,2022-07-06 04:14:44.576733
ECO0380, Identifying QCPs for optical components + re-defining transmission criteria,Assessment @ Change Review Board,product,,date,2020-06-26 03:14:10.645894,2022-03-01 02:17:20.958882
DA0007,) Prism reversed 0.5 angle,Closed,bom,,asap,2020-06-26 03:00:33.606467,2021-05-07 08:37:36.833188
DA0728,Allowing Sys 1933 for an Additional FSHIT Test  with FW3286,Closed,product,,asap,2020-06-26 03:35:56.668770,2021-05-07 08:37:36.833188
ECO0735, New Customer WI - Connect Optical Fibres with Splicing,Closed,product,,asap,2020-06-26 03:36:12.610172,2021-05-07 08:37:36.833188
ECO1863, Change APD calibration process to AUC method,Effective,product,,asap,2021-07-28 03:09:48.201283,2022-05-10 00:45:11.904292
ECO0770, Update the transmission efficiency and hard coating spec of Goku window,Closed,product,,asap,2020-06-26 03:38:19.840311,2022-01-27 00:12:53.005134
DA0769,Detuning APC value of EDFA in Sys1890 (E208),Closed,product,,asap,2020-06-26 03:38:16.816102,2022-05-13 05:41:06.269887
DA0576,"E124, E223, E168 are to be reworked with new FW.",Assessment @ Change Review Board,product,,asap,2020-06-26 03:39:23.324720,2021-05-07 08:37:36.833188
DA0618,Discrepancy between supplier measurement and GII for Prism1 (1001369-004),New Deviation,product,,asap,2020-06-26 03:39:37.967901,2021-05-07 08:37:36.833188
DA0620,Stop Conducting ESS on Sensorhead for  Contamination testing,New Deviation,product,,asap,2020-06-26 03:39:38.967205,2021-05-07 08:37:36.833188
DA0654,E282 with Costemic Defects - Allow to Pass,New Deviation,product,,asap,2020-06-26 03:40:04.959650,2021-05-07 08:37:36.833188
DA0010,ccept Substructure R003 with R005 tolerances ,Closed,bom,,asap,2020-06-26 03:00:37.181219,2021-05-07 08:37:36.833188
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:26:03.991240
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:26:03.991240
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:26:03.991240
DA1832,Bracket use on Veoneer and GM systems,Closed,product,,asap,2021-05-19 06:28:34.805243,2022-05-19 06:08:49.670740
DA0013,) Lens High Reflectivity ,Closed,bom,,asap,2020-06-26 03:00:41.449689,2021-05-07 08:37:36.833188
DA1632,To allow Using Fortuna Rev26 in Production,Closed,bom,,asap,2020-07-08 05:50:42.635107,2021-05-07 08:37:36.833188
ECO1635, Update the reflection efficiency spec of Goku Lens,Closed,product,,asap,2020-07-13 04:34:23.370440,2022-01-27 00:13:07.369163
DA0785,To ship PTP dongles as engineering samples to a customer,Closed,product,,asap,2020-07-05 22:13:00.971494,2022-05-13 05:44:14.680015
ECO1845, Update Horns/Retro and FOV Specs for Goku 6 Long-Range LIDAR Systems,Closed,product,,asap,2021-06-17 00:46:35.119353,2021-12-14 03:16:07.987379
ECO1695, To Remove External LiDAR from Part Numbers and Routing,Closed,bom,,asap,2020-10-14 20:47:13.547024,2021-12-20 00:57:24.150728
ECO1725, Change frequency dither PCBA to rev 003,Closed,product,,asap,2020-12-03 07:07:18.316856,2021-12-23 02:18:48.616077
DA1831,To ship SYS2465 (E400 SH118) to Veoneer,Closed,product,,asap,2021-05-18 06:00:21.384194,2022-05-19 06:08:23.783807
ECO1750, Change ICFOV Distance to 15m,Closed,product,,asap,2021-01-22 01:14:26.936436,2022-01-10 03:12:08.074485
ECO1724, Change Fortuna PCBA to rev 037,Closed,product,,asap,2020-12-02 06:10:24.809217,2022-05-27 05:13:09.327391
DA1646,To allow the use of prism2 failing incoming inspections,Closed,product,,asap,2020-07-29 04:40:49.590850,2022-05-19 06:03:31.369233
DA0015,ncoder Shade accept 3Dprint & modify to clear screws,Closed,bom,,asap,2020-06-26 03:00:42.405952,2021-05-07 08:37:36.833188
ECO1625, Test,New Change Request,product,,asap,2020-07-02 01:13:56.909744,2022-07-06 04:14:44.576733
DA1676,To Release E340 (Failed Laser Cal),Assessment @ Change Review Board,product,,asap,2020-09-17 09:40:17.690173,2021-05-07 08:37:36.833188
DA0016,ccept 3D print Light covers in place of Delrin,Closed,bom,,asap,2020-06-26 03:00:44.068725,2021-05-07 08:37:36.833188
DA1701,Unjacketed fibre array in SH12 G6,Closed,product,,asap,2020-10-22 12:38:46.951020,2021-05-07 08:37:36.833188
DA0017,) Hollow Motor Stator Revision with blind holes,Closed,bom,,asap,2020-06-26 03:00:45.578069,2021-05-07 08:37:36.833188
DA0018,) Fortuna Code load error,Closed,bom,,asap,2020-06-26 03:00:47.201728,2021-05-07 08:37:36.833188
ECO1648, Release FW3546 to Manufacturing,Closed,product,,asap,2020-07-31 03:09:49.573149,2021-12-21 02:09:30.552991
ECO1787, Implement Fishbone Playtables into Production,New Deviation,product,,asap,2021-03-10 02:22:46.973677,2021-05-07 08:37:36.833188
ECO0634, Modify MZ Tuning Software,New Change Request,product,,asap,2020-06-26 03:39:44.436241,2022-07-06 04:14:44.576733
ECO1791, New release: PTP module - DTM version,Assessment @ Change Review Board,product,,asap,2021-03-16 23:48:14.963682,2022-05-31 07:00:13.056619
DA0777,Detuning APC value for Sys 1946,Closed,product,,asap,2020-06-26 03:38:48.562232,2022-05-19 06:41:32.376829
ECO0755, To Remove the Polarization Scrambler from Directivity Rig,Closed,product,,asap,2020-06-26 03:37:24.482420,2021-12-20 00:55:20.993482
ECO1664, To Release Fan Mount Assembly WI,Closed,product,,asap,2020-08-31 04:37:55.420996,2021-12-20 00:56:15.395099
ECO1665, Update to Engine Final Assembly WI to Leave EDFA Leads Longer,Closed,product,,asap,2020-09-01 00:46:43.090402,2021-12-20 00:56:34.033370
ECO1985, Subcontracting BoM Nile,Effective,bom,,asap,2022-11-09 02:50:02.660786,2022-11-09 02:54:56.055846
ECO1672, To Release Connectorized LIDAR System Repair​ WI (Internal Only),Closed,product,,asap,2020-09-15 03:04:51.496484,2021-12-20 00:56:44.973370
ECO0472, Encoder Ring Nickel Plating and Home Position Change,Closed,bom,,asap,2020-06-26 03:19:18.100011,2021-05-07 08:37:36.833188
ECO0666, Introduce a QCP for Flatness of Hollow Motor,New Change Request,bom,,asap,2020-06-26 03:40:17.241339,2022-07-06 04:14:44.576733
DA1852,Remove Forwards Playtables from Production,New Deviation,bom,,asap,2021-07-13 01:44:56.248717,2021-07-15 04:16:06.682400
DA1852,Remove Forwards Playtables from Production,New Deviation,bom,,asap,2021-07-13 01:44:56.248717,2021-07-15 04:16:06.682400
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:11:03.207675
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA1852,Remove Forwards Playtables from Production,New Deviation,bom,,asap,2021-07-13 01:44:56.248717,2021-07-15 04:16:06.682400
DA1852,Remove Forwards Playtables from Production,New Deviation,bom,,asap,2021-07-13 01:44:56.248717,2021-07-15 04:16:06.682400
DA1852,Remove Forwards Playtables from Production,New Deviation,bom,,asap,2021-07-13 01:44:56.248717,2021-07-15 04:16:06.682400
DA1852,Remove Forwards Playtables from Production,New Deviation,bom,,asap,2021-07-13 01:44:56.248717,2021-07-15 04:16:06.682400
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:11:03.207675
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-05-13 01:04:31.469318
ECO0479, Adding Stop Button on the EDFA Test Rig for Safety,Closed,bom,,asap,2020-06-26 03:19:30.561454,2022-11-22 00:27:27.125054
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:11:03.207675
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:11:03.207675
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:11:03.207675
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:11:03.207675
ECO1792, LiFT Dark Car Test Update,Closed,bom,,asap,2021-03-18 03:28:21.991614,2022-11-22 00:11:03.207675
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-10-31 05:04:13.170803
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:48:21.438357
ECO0382, Free space Horn test with CMR enabled and disabled,Refused,bom,,asap,2020-06-26 03:14:21.191951,2021-05-07 08:37:36.833188
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
ECO0479, Adding Stop Button on the EDFA Test Rig for Safety,Closed,bom,,asap,2020-06-26 03:19:30.561454,2021-05-07 08:37:36.833188
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2021-05-07 08:37:36.833188
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2021-05-07 08:37:36.833188
ECO0479, Adding Stop Button on the EDFA Test Rig for Safety,Closed,bom,,asap,2020-06-26 03:19:30.561454,2022-11-22 00:27:27.125054
ECO0479, Adding Stop Button on the EDFA Test Rig for Safety,Closed,bom,,asap,2020-06-26 03:19:30.561454,2022-11-22 00:27:27.125054
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:27:27.125054
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:27:27.125054
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:27:27.125054
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:27:27.125054
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:27:27.125054
ECO0497, Update WI to include Torque wrench for tightening cable glands in sealing,Closed,bom,,asap,2020-06-26 03:20:44.408036,2022-11-22 00:29:00.260684
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
